labelling_period	chamber	cycle	day_night	CH4_slope	CH4_intercept	delta_sec	Temp_kelvin	R_squared	combined_name	n_total	n_CH4	CH4_mass_grams	flux	Water	V_chamber_m3	A_chamber_m2	n_total_in_chamber	n_ch4_in_chamber	ch4_micrograms_per_second_in_chamber	ch4_micrograms_per_second_per_m2	ch4_micrograms_per_day_per_m2	ch4_micrograms_per_second_per_m2
L3	P15	17	Day	6.67E-07	1.944549364	24000	292	0.319687444	L3_P15_17	2.08	2.08E-06	3.34E-05	2.33E-11	F	0.168215138	0.12939626	7.020445174	4.68E-12	7.49E-05	0.0006	50.0402	0.000579169
L3	P15	21	Day	-3.96E-07	1.97038215	33591	300	0.311454902	L3_P15_21	2.02	2.02E-06	3.24E-05	1.62E-11	F	0.168215138	0.12939626	6.833233303	-2.70E-12	-4.33E-05	-0.0003	-28.8967	-0.000334453
L3	P15	4	Night	5.56E-07	1.956644034	33603	277	0.287068311	L3_P15_4	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	4.11E-12	6.58E-05	0.0005	43.9226	0.000508363
L2	P15	9	Night	8.55E-07	1.949450131	28795	280	0.285943003	L2_P15_9	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.321321396	6.26E-12	1.00E-04	0.0008	66.9049	0.000774362
L3	P15	5	Day	-3.89E-07	1.969072432	28798	301	0.228609976	L3_P15_5	2.01	2.01E-06	3.22E-05	1.88E-11	F	0.168215138	0.12939626	6.810531531	-2.65E-12	-4.24E-05	-0.0003	-28.3178	-0.000327753
L2	P15	7	Night	7.72E-07	1.968373928	28795	282	0.203744208	L2_P15_7	2.15	2.15E-06	3.45E-05	2.01E-11	F	0.168215138	0.12939626	7.269397131	5.61E-12	8.97E-05	0.0007	59.9257	0.000693584
L2	P15	3	Night	5.80E-07	1.953606457	28800	279	0.183639879	L2_P15_3	2.17	2.17E-06	3.48E-05	2.03E-11	F	0.168215138	0.12939626	7.347562691	4.26E-12	6.82E-05	0.0005	45.5558	0.000527267
L3	P15	15	Day	-3.95E-07	1.966021661	33597	294	0.150998258	L3_P15_15	2.06	2.06E-06	3.30E-05	1.65E-11	F	0.168215138	0.12939626	6.972687044	-2.75E-12	-4.41E-05	-0.0003	-29.4134	-0.000340432
L3	P15	13	Day	1.73E-07	1.984441189	28804	284	0.150918395	L3_P15_13	2.13	2.13E-06	3.42E-05	1.99E-11	F	0.168215138	0.12939626	7.218204193	1.25E-12	2.00E-05	0.0002	13.3342	0.000154331
L2	P15	5	Night	-5.29E-07	1.977958461	28796	281	0.131943534	L2_P15_5	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.295266872	-3.86E-12	-6.17E-05	-0.0005	-41.2256	-0.000477148
L3	P15	14	Night	1.78E-07	1.976800026	33604	281	0.127051	L3_P15_14	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.295266872	1.30E-12	2.08E-05	0.0002	13.8608	0.000160426
L3	P15	11	Day	-4.57E-07	1.99138959	28804	297	0.06620813	L3_P15_11	2.04	2.04E-06	3.27E-05	1.90E-11	F	0.168215138	0.12939626	6.902255862	-3.16E-12	-5.05E-05	-0.0004	-33.7250	-0.000390336
L1	P15	1	Night	-1.62E-07	1.93228535	43198	275	0.060132223	L1_P15_1	2.2	2.20E-06	3.53E-05	1.37E-11	F	0.168215138	0.12939626	7.454436331	-1.21E-12	-1.93E-05	-0.0001	-12.8770	-0.000149039
L2	P15	1	Night	1.57E-07	1.962676519	28803	280	0.056526237	L2_P15_1	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.321321396	1.15E-12	1.84E-05	0.0001	12.2655	0.000141962
L1	P15	2	Day	-1.11E-06	1.982912277	23997	297	0.037159368	L1_P15_2	2.04	2.04E-06	3.27E-05	2.29E-11	F	0.168215138	0.12939626	6.902255862	-7.67E-12	-1.23E-04	-0.0009	-81.8905	-0.000947807
L1	P15	6	Day	-1.09E-06	2.028964358	24000	295	0.02014053	L1_P15_6	2.05	2.05E-06	3.29E-05	2.30E-11	F	0.168215138	0.12939626	6.949050817	-7.54E-12	-1.21E-04	-0.0009	-80.5762	-0.000932595
L1	P15	4	Day	-4.30E-07	2.00781373	30947	298	0.005853971	L1_P15_4	2.03	2.03E-06	3.26E-05	1.76E-11	F	0.168215138	0.12939626	6.879093929	-2.96E-12	-4.73E-05	-0.0004	-31.5840	-0.000365556
L3	P15	7	Day	3.32E-08	1.991649395	14405	285	0.005128622	L3_P15_7	2.13	2.13E-06	3.42E-05	3.98E-11	F	0.168215138	0.12939626	7.192877161	2.39E-13	3.82E-06	0.0000	2.5484	2.94958E-05
L1	P15	11	Night	2.03E-08	2.008349788	38404	272	0.000655513	L1_P15_11	2.23	2.23E-06	3.58E-05	1.56E-11	F	0.168215138	0.12939626	7.536654378	1.53E-13	2.44E-06	0.0000	1.6309	1.88764E-05
L3	P15	9	Day	4.06E-09	1.958505546	33593	295	7.36E-05	L3_P15_9	2.05	2.05E-06	3.29E-05	1.64E-11	F	0.168215138	0.12939626	6.949050817	2.82E-14	4.51E-07	0.0000	0.3011	3.48552E-06
L2	P16	4	Day	-1.88E-06	1.96140682	33593	305	0.958177606	L2_P16_4	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.26E-11	-2.02E-04	-0.0016	-134.8852	-0.001561171
L3	P16	1	Day	-7.80E-06	2.142997699	24005	298	0.952753681	L3_P16_1	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.879093929	-5.37E-11	-8.59E-04	-0.0066	-573.5812	-0.006638671
L3	P16	0	Night	2.12E-06	2.039249547	33599	283	0.91443326	L3_P16_0	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	1.53E-11	2.45E-04	0.0019	163.8501	0.001896413
L2	P16	6	Day	-2.61E-06	1.968145883	33600	311	0.902336446	L2_P16_6	1.95	1.95E-06	3.13E-05	1.56E-11	F	0.168215138	0.12939626	6.591543379	-1.72E-11	-2.75E-04	-0.0021	-183.5922	-0.00212491
L3	P16	12	Night	1.10E-06	1.981405993	33600	283	0.821922549	L3_P16_12	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	7.94E-12	1.27E-04	0.0010	84.8473	0.000982029
L3	P16	23	Day	-9.08E-07	1.993289174	33595	304	0.794784456	L3_P16_23	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-6.12E-12	-9.80E-05	-0.0008	-65.4330	-0.000757326
L1	P16	0	Day	-4.17E-06	1.995457914	22573	288	0.783286362	L1_P16_0	2.1	2.10E-06	3.37E-05	2.50E-11	F	0.168215138	0.12939626	7.117951357	-2.97E-11	-4.75E-04	-0.0037	-317.2560	-0.003671944
L3	P16	10	Night	1.29E-06	1.965122687	33598	275	0.781839467	L3_P16_10	2.2	2.20E-06	3.53E-05	1.76E-11	F	0.168215138	0.12939626	7.454436331	9.61E-12	1.54E-04	0.0012	102.7185	0.001188872
L3	P16	18	Night	1.06E-06	1.957764261	33597	280	0.778387606	L3_P16_18	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	7.72E-12	1.24E-04	0.0010	82.5220	0.000955115
L3	P16	14	Night	1.06E-06	1.970429251	33605	281	0.775737008	L3_P16_14	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.295266872	7.71E-12	1.23E-04	0.0010	82.3883	0.000953569
L3	P16	9	Day	-1.18E-06	1.989396349	33604	297	0.708326502	L3_P16_9	2.04	2.04E-06	3.27E-05	1.63E-11	F	0.168215138	0.12939626	6.902255862	-8.15E-12	-1.30E-04	-0.0010	-87.0680	-0.001007732
L1	P16	1	Night	-2.09E-06	2.005115798	43194	275	0.694235889	L1_P16_1	2.2	2.20E-06	3.53E-05	1.37E-11	F	0.168215138	0.12939626	7.454436331	-1.56E-11	-2.49E-04	-0.0019	-166.1756	-0.001923328
L3	P16	2	Night	-8.65E-07	1.980454515	33600	283	0.688473734	L3_P16_2	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	-6.27E-12	-1.00E-04	-0.0008	-66.9496	-0.00077488
L3	P16	19	Day	-7.14E-07	1.973798709	33599	290	0.667879418	L3_P16_19	2.09	2.09E-06	3.35E-05	1.67E-11	F	0.168215138	0.12939626	7.068862038	-5.04E-12	-8.07E-05	-0.0006	-53.8879	-0.000623702
L3	P16	6	Night	6.82E-07	1.969729046	33600	277	0.6367529	L3_P16_6	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	5.05E-12	8.08E-05	0.0006	53.9408	0.000624315
L3	P16	24	Night	1.16E-06	1.971526115	33595	278	0.580323117	L3_P16_24	2.18	2.18E-06	3.50E-05	1.74E-11	F	0.168215138	0.12939626	7.373992773	8.55E-12	1.37E-04	0.0011	91.2924	0.001056625
L3	P16	25	Day	-1.94E-06	2.026648228	14399	302	0.574852921	L3_P16_25	2.01	2.01E-06	3.22E-05	3.75E-11	F	0.168215138	0.12939626	6.787980102	-1.32E-11	-2.11E-04	-0.0016	-140.8893	-0.001630663
L1	P16	5	Night	1.07E-06	1.935850038	28802	271	0.570955892	L1_P16_5	2.24	2.24E-06	3.59E-05	2.09E-11	F	0.168215138	0.12939626	7.564464911	8.13E-12	1.30E-04	0.0010	86.8570	0.001005289
L3	P16	4	Night	6.46E-07	1.961248143	33595	277	0.570270315	L3_P16_4	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	4.78E-12	7.65E-05	0.0006	51.0557	0.000590923
L2	P16	8	Day	-1.11E-06	1.988628467	38399	307	0.550674795	L2_P16_8	1.97	1.97E-06	3.16E-05	1.38E-11	F	0.168215138	0.12939626	6.677426681	-7.38E-12	-1.18E-04	-0.0009	-78.8733	-0.000912886
L2	P16	0	Day	-1.52E-06	1.989817649	33595	305	0.547932442	L2_P16_0	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.02E-11	-1.63E-04	-0.0013	-109.1699	-0.001263541
L3	P16	5	Day	-1.35E-06	2.000861584	28798	301	0.537409385	L3_P16_5	2.01	2.01E-06	3.22E-05	1.88E-11	F	0.168215138	0.12939626	6.810531531	-9.22E-12	-1.48E-04	-0.0011	-98.5389	-0.001140496
L3	P16	22	Night	1.37E-06	1.952922413	33599	277	0.531212097	L3_P16_22	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	1.01E-11	1.62E-04	0.0013	108.1233	0.001251427
L2	P16	2	Day	-1.49E-06	1.970749929	33597	307	0.513430846	L2_P16_2	1.97	1.97E-06	3.16E-05	1.58E-11	F	0.168215138	0.12939626	6.677426681	-9.98E-12	-1.60E-04	-0.0012	-106.5891	-0.00123367
L1	P16	11	Night	6.74E-07	1.979254067	38397	272	0.508370463	L1_P16_11	2.23	2.23E-06	3.58E-05	1.56E-11	F	0.168215138	0.12939626	7.536654378	5.08E-12	8.13E-05	0.0006	54.2964	0.000628431
L3	P16	20	Night	8.61E-07	1.945422653	33601	279	0.504194327	L3_P16_20	2.17	2.17E-06	3.48E-05	1.74E-11	F	0.168215138	0.12939626	7.347562691	6.33E-12	1.01E-04	0.0008	67.5775	0.000782147
L2	P16	5	Night	-5.68E-07	1.977754109	28801	281	0.387955305	L2_P16_5	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.295266872	-4.14E-12	-6.63E-05	-0.0005	-44.2721	-0.000512409
L3	P16	7	Day	-1.08E-06	2.002213518	14406	285	0.323296077	L3_P16_7	2.13	2.13E-06	3.42E-05	3.97E-11	F	0.168215138	0.12939626	7.192877161	-7.73E-12	-1.24E-04	-0.0010	-82.6339	-0.000956411
L1	P16	7	Night	-4.12E-07	2.030970009	43200	271	0.309094869	L1_P16_7	2.24	2.24E-06	3.59E-05	1.39E-11	F	0.168215138	0.12939626	7.564464911	-3.12E-12	-4.99E-05	-0.0004	-33.3168	-0.000385611
L1	P16	9	Night	-4.13E-07	1.988984138	38401	272	0.245548329	L1_P16_9	2.23	2.23E-06	3.58E-05	1.56E-11	F	0.168215138	0.12939626	7.536654378	-3.11E-12	-4.98E-05	-0.0004	-33.2229	-0.000384524
L3	P16	11	Day	-4.90E-07	1.99628368	33594	297	0.199761972	L3_P16_11	2.04	2.04E-06	3.27E-05	1.63E-11	F	0.168215138	0.12939626	6.902255862	-3.38E-12	-5.41E-05	-0.0004	-36.1231	-0.000418091
L1	P16	6	Day	-0.000100053	5.501713554	30941	298	0.190629913	L1_P16_6	2.03	2.03E-06	3.26E-05	1.76E-11	F	0.168215138	0.12939626	6.879093929	-6.88E-10	-1.10E-02	-0.0851	-7353.1170	-0.085105521
L2	P16	3	Night	6.79E-07	1.946796125	28801	279	0.187828317	L2_P16_3	2.17	2.17E-06	3.48E-05	2.03E-11	F	0.168215138	0.12939626	7.347562691	4.99E-12	7.98E-05	0.0006	53.3122	0.00061704
L2	P16	7	Night	5.02E-07	1.97461308	28796	282	0.184563991	L2_P16_7	2.15	2.15E-06	3.45E-05	2.01E-11	F	0.168215138	0.12939626	7.269397131	3.65E-12	5.84E-05	0.0005	38.9643	0.000450976
L3	P16	21	Day	-6.76E-07	1.978697938	28793	301	0.172843375	L3_P16_21	2.01	2.01E-06	3.22E-05	1.88E-11	F	0.168215138	0.12939626	6.810531531	-4.60E-12	-7.37E-05	-0.0006	-49.1831	-0.000569249
L1	P16	2	Day	-1.65E-06	1.9647049	24001	297	0.167324512	L1_P16_2	2.04	2.04E-06	3.27E-05	2.29E-11	F	0.168215138	0.12939626	6.902255862	-1.14E-11	-1.83E-04	-0.0014	-121.9897	-0.001411918
L2	P16	9	Night	3.61E-07	1.961014551	28803	280	0.11774585	L2_P16_9	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.321321396	2.65E-12	4.23E-05	0.0003	28.2640	0.00032713
L3	P16	15	Day	-3.45E-07	1.968823066	28800	294	0.116407988	L3_P16_15	2.06	2.06E-06	3.30E-05	1.92E-11	F	0.168215138	0.12939626	6.972687044	-2.41E-12	-3.85E-05	-0.0003	-25.7319	-0.000297823
L3	P16	16	Night	4.87E-07	1.977279979	33601	282	0.105693013	L3_P16_16	2.15	2.15E-06	3.45E-05	1.72E-11	F	0.168215138	0.12939626	7.269397131	3.54E-12	5.66E-05	0.0004	37.7974	0.00043747
L3	P16	3	Day	-2.20E-07	1.965075081	23996	290	0.092808185	L3_P16_3	2.09	2.09E-06	3.35E-05	2.34E-11	F	0.168215138	0.12939626	7.068862038	-1.56E-12	-2.49E-05	-0.0002	-16.6221	-0.000192385
L1	P16	10	Day	5.93E-07	1.977684397	24002	298	0.050493824	L1_P16_10	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.879093929	4.08E-12	6.53E-05	0.0005	43.5990	0.000504618
L3	P16	8	Night	1.71E-07	1.999098689	33608	283	0.043973391	L3_P16_8	2.14	2.14E-06	3.43E-05	1.71E-11	F	0.168215138	0.12939626	7.243710215	1.24E-12	1.99E-05	0.0002	13.2629	0.000153506
L3	P16	13	Day	1.81E-07	1.970711877	24001	287	0.035607749	L3_P16_13	2.11	2.11E-06	3.38E-05	2.36E-11	F	0.168215138	0.12939626	7.142752582	1.29E-12	2.06E-05	0.0002	13.7816	0.00015951
L1	P16	8	Day	1.09E-06	2.00240179	24008	295	0.024246984	L1_P16_8	2.05	2.05E-06	3.29E-05	2.30E-11	F	0.168215138	0.12939626	6.949050817	7.57E-12	1.21E-04	0.0009	80.8390	0.000935636
L2	P16	1	Night	6.37E-08	1.955799543	28803	280	0.003682641	L2_P16_1	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.321321396	4.67E-13	7.47E-06	0.0001	4.9860	5.77087E-05
L3	P16	17	Day	-4.58E-08	1.957256039	28805	293	0.00157822	L3_P16_17	2.07	2.07E-06	3.32E-05	1.93E-11	F	0.168215138	0.12939626	6.996484611	-3.21E-13	-5.13E-06	0.0000	-3.4256	-3.96486E-05
